                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    122,                0.80766,                0.46357,                0.96247,                0.88443,                0.77294,                0.86757,                0.56454,                 1.1905,                0.76079,                 1.2951,               0.000812,               0.000812,               0.000812
                    123,                0.79924,                0.46257,                0.96379,                0.85418,                0.81318,                 0.8823,                0.58268,                 1.1912,                0.72851,                  1.297,              0.0008021,              0.0008021,              0.0008021
                    124,                0.83341,                0.49067,                 0.9721,                0.84685,                0.79529,                0.86749,                0.57466,                 1.1878,                0.75778,                 1.2877,              0.0007922,              0.0007922,              0.0007922
                    125,                0.81575,                 0.4727,                0.96951,                0.86924,                0.78588,                0.87926,                0.58068,                 1.1894,                0.76268,                 1.2867,              0.0007823,              0.0007823,              0.0007823
                    126,                0.79572,                0.46075,                0.97333,                0.85296,                0.79529,                0.87806,                0.58135,                 1.2049,                0.75598,                 1.3037,              0.0007724,              0.0007724,              0.0007724
                    127,                0.78667,                0.44334,                0.95615,                0.85378,                   0.78,                0.86309,                0.56912,                 1.2002,                0.79341,                 1.2876,              0.0007625,              0.0007625,              0.0007625
                    128,                0.79068,                0.45506,                0.95161,                0.86311,                0.77647,                0.86793,                 0.5731,                 1.1807,                0.77748,                 1.2891,              0.0007526,              0.0007526,              0.0007526
                    129,                0.77309,                0.44959,                0.95609,                0.86969,                0.80086,                 0.8667,                0.56579,                 1.1979,                0.76769,                 1.2989,              0.0007427,              0.0007427,              0.0007427
                    130,                0.77862,                0.44586,                0.95295,                0.86859,                0.79647,                0.87659,                0.58136,                 1.1771,                0.72986,                 1.2949,              0.0007328,              0.0007328,              0.0007328
                    131,                0.78709,                0.45301,                0.97135,                0.84968,                0.78588,                0.85994,                0.55904,                 1.2058,                0.78135,                 1.3016,              0.0007229,              0.0007229,              0.0007229
                    132,                0.79859,                0.45761,                0.96003,                0.85743,                0.78471,                0.87305,                0.57005,                 1.2028,                0.73851,                 1.3027,               0.000713,               0.000713,               0.000713
                    133,                0.78215,                0.45364,                0.95614,                0.81802,                   0.82,                0.87784,                0.57548,                 1.1943,                0.73594,                 1.2829,              0.0007031,              0.0007031,              0.0007031
                    134,                 0.7835,                0.45232,                0.95003,                0.84519,                 0.8029,                 0.8708,                0.57614,                  1.179,                0.74584,                 1.2756,              0.0006932,              0.0006932,              0.0006932
